0	simplistic , silly and tedious .
0	它是如此古怪而又幼稚，只有十几岁的男孩才能发现它很有趣。 
0	具有剥削性的，很大程度上没有深度或复杂程度，因此不能观看对犯罪的图形处理。 
0	［加布斯］抛弃了进行病理学研究的潜力，取而代之的是环境情况的歪曲剧情。 
0	在风格和神秘感上视觉浮华但叙事不透明和情绪敏感的运动。 
0	这个故事就像他们来的一样原始，已经被回收了超过我想数的次数。 
0	关于电影的唯一观点就是喝彩-用一个完全过时的概念，再把它推向观众的绞肉机。 
0	不像酸味的那么滑稽 
0	不幸的是，这个故事和演员都被编入了骇客脚本。 
0	它对连环谋杀案相对无血腥的指责更加令人不安，但它人性化其主题的尝试却失败了。 
0	永远不会发生的多愁善感。 
0	尽管表演常常很吸引人，但这些零散的，大量即兴创作的唱片作为一部一小时的电视纪录片可能效果更好。 
0	有趣，但不引人注目。 
0	在更衣室的地板上某个地方躺着。 。 。 录像带可能不会使这种事情成为尖刻的，具有讽刺意味的文化讽刺，而不是令人沮丧的失火。 
0	尽管那个团结的球员在里奇的锁，存货和两个烟桶以及抢夺中引起了注意，但他不太可能以他的第一部主演的车辆成为家喻户晓的名字。 
0	勇往直前的电影与不关心愚蠢的电影有所不同 
0	这里没有什么比分析这件事有趣的了，甚至没有乔·维泰雷利像德尼罗的右手古巴那样。 
0	这种大师的编剧来自耶鲁大学的毕业生约翰•鲍格（john pogue），他以前给过我们“头骨”和去年的“滚球”。 
0	在这里，常识和子弹的冰雹飞出窗户，似乎没有一颗子弹击中萨莎。 
0	这部100分钟的电影只有大约25分钟的像样。 
0	处决是如此行人，我们可以做出的最积极的评论是，罗伯·施耐德（Rob schneider）实际上是个令人信服的十几岁女孩。 
0	就其本身而言，这不是很有趣。 作为翻拍，这是一种苍白的模仿。 
0	它表明，一些制片厂坚信，只要有一点女孩对女孩的行为，人们就会失去思考的能力，并且会原谅任何伪劣产品。 
0	这是一部房间喜剧的滑稽戏，它并不是对现实的比较，而是对我们对电影知识的评论。 
0	尽管这些异国情调对于典型的pax观众来说听起来令人兴奋，但我们其余的人却陷入昏迷。 
0	派对场面表现出一些妖怪的踢动。 电影的其余部分。 。 。 是达兹维尔。 
0	我们的文化在整夜通宵的龙舌兰酒之后被冷冻的墨西哥卷饼的残酷性冲垮了。我之所以知道这一点，是因为我看过“笨蛋：电影”。 ' 
0	对于道德上破产的人物，这种批评绝非轻描淡写的，愤世嫉俗的。 。 。 
0	这部电影借来的东西感觉不到爱的产物，高度的综合敬意，而更像是一个描写苍白，草绘故事的借口。 消磨时间，仅此而已。 
0	愚蠢，幼稚，多余，草率，过度使用和业余。 是的，它是“在里诺醒来”。回去睡觉。 
0	在中间的某个地方，这部电影迫使他进行了演习实验，他收获了一些电影瞬间的宝石，但粗野占主导。 
0	这些陈词滥调只是堆积如山。 
0	payami试图提出一些关于伊朗选举过程的严肃问题，但结果是一部电影与政党政治广播一样微妙。 
0	唯一的惊喜是重量级人物乔尔•西尔弗和罗伯特•泽米基斯同意制作这部电影; 我想导演有他们在女士内衣里穿衣服的照片。 
0	另一本无用的回收一部残酷的70年代中期美国体育电影。 
0	我没有笑。 我没有微笑。 我活了下来 。 
0	请有人在制片前停止埃里克舍弗。 
0	电影的大多数问题并非来自电影剧本，而是大多数参与演员的平庸表演。 
0	。 。 。 如果您只想玩一部好玩但不好看的电影，您可能想把怪胎当作一场电影。 
0	冰壶也许是一项独特的运动，但是带扫帚的男人显然很平凡。 
0	尽管歌剧本身大多是在室内进行的，但杰克特似乎不确定如何在舞台上唤起任何一种自然主义。 
0	再也没有回避这个事实，那就是书呆子的复仇。 
0	这种努力是真诚的，结果是诚实的，但是这部电影如此黯淡，难以观看。 
0	分析了这部影片的成功之处，并引起了反响和挫败，并引发了一些新的波动。 
0	闪光灯编辑掩盖了叙事连续性的缺失，无可争辩几乎是连贯的，这是争取结束比赛的借口。 。 。 到那个时候，不可能在乎谁赢了。 
0	从头到尾都是臭的，就像湿的麻布麻袋一样。 
0	在文明的头脑中，像弹道电影“ ecks vs。 与娱乐相比，断绝更多的是磨难。 
0	十三岁的关于1984年极权主义主题和451极权主义主题的书本报告可以通过平衡。 
0	缺乏自然感使一切看起来都自觉诗意和强迫。 。 。 遗憾的是[纳尔逊]的成就与他的野心不符。 
0	一切都结束了。 
0	当seagal穿着橙色的监狱连身服出现时，我想站在剧院里大喊，'嘿，酷儿！ ' 
0	一只容易观看的手表，除了它的主角讨厌的举止。 
0	想象一下“爱情故事”的cleanflicks版本，用阿里·麦格劳的亵渎代替了浪漫小说。 
0	尽管具有PC稳定性，但影片的叙事过于简单，童话故事的结论也很轻浮。 
0	忘了误导性的标题，那不明原因的狒狒客串又是怎么回事？ 
0	一部奇怪的，偶然的，无关紧要的浪漫喜剧。 
0	尽管她的歌迷肯定会为自己的搞笑骨头挠痒痒，但其他人会发现，他们寻求幽默感的钱最好花在其他地方。 
0	pascale bailly的rom-com为Amélie的audrey tautou提供了另一个fabuleux destin-i。 e。 ，是一种平凡的精神追求。 
0	放学后半小时的静态，含糖的半小时，涉及信仰理解，延长到90分钟。 
0	观看弗里曼和贾德之间的化学反应，几乎使这部电影值得一看。 差不多。 
0	。 。 。 对一个病态和邪恶的女人的伪装，最终是空洞的检查。 
0	这个国家的熊没有任何场景会令年轻观众沮丧或恐惧。 不幸的是，这种平凡的努力几乎没有什么能使他们娱乐或娱乐。 
0	观看这65分钟的琐事的累积效果就像是被困住了，当时有些奇怪的亲戚小跑了他拍摄的家庭度假巨石阵的录像。 不久，你迫不及待要结束的夜晚。 
0	人物只是素描。 。 。 这使任何真正的情感联系或认同都令人无法承受。 
0	mattei在这里开发不足，无非是一条方便的育雏人物传送带，好像他们从股票角色营回来一样-这是一部昏昏欲睡的戏剧，其自我矫饰的作风使人着迷。 
0	只有在最后令人惊讶的镜头中，防兔栅栏才能找到它所寻找的权威。 
0	不像原来的尖锐。 。 。 尽管有视觉上的美德，“ blade ii”还是不行。 
